"","Sero1","Sero2","shared_mlst"
"3680","33A","7F",0
"3681","33A","8",1
"3682","33A","9A",0
"3683","33A","9L",0
"3684","33A","9N",0
"3685","33A","9V",0
"3686","33B","33C",0
"3687","33B","33D",3
"3688","33B","33F",1
"3689","33B","34",0
"3690","33B","35A",0
"3691","33B","35B",0
"3692","33B","35C",0
"3693","33B","35F",1
"3694","33B","36",0
"3695","33B","37",0
"3696","33B","38",0
"3697","33B","39",0
"3698","33B","4",0
"3699","33B","40",0
"3700","33B","41A",0
"3701","33B","41F",0
"3702","33B","42",0
"3703","33B","43",0
"3704","33B","44",0
"3705","33B","45",0
"3706","33B","46",0
"3707","33B","47A",0
"3708","33B","47F",0
"3709","33B","48",0
"3710","33B","5",0
"3711","33B","6A",2
"3712","33B","6B",1
"3713","33B","6C/D",0
"3714","33B","6E",0
"3715","33B","6F",0
"3716","33B","6G",0
"3717","33B","7A",0
"3718","33B","7B/C",0
"3719","33B","7F",0
"3720","33B","8",0
"3721","33B","9A",0
"3722","33B","9L",0
"3723","33B","9N",0
"3724","33B","9V",0
"3725","33C","33D",0
"3726","33C","33F",0
"3727","33C","34",0
"3728","33C","35A",0
"3729","33C","35B",0
"3730","33C","35C",0
"3731","33C","35F",0
"3732","33C","36",0
"3733","33C","37",0
"3734","33C","38",0
"3735","33C","39",0
"3736","33C","4",0
"3737","33C","40",0
"3738","33C","41A",0
"3739","33C","41F",0
"3740","33C","42",0
"3741","33C","43",0
"3742","33C","44",0
"3743","33C","45",0
"3744","33C","46",0
"3745","33C","47A",0
"3746","33C","47F",0
"3747","33C","48",0
"3748","33C","5",0
"3749","33C","6A",0
"3750","33C","6B",1
"3751","33C","6C/D",0
"3752","33C","6E",0
"3753","33C","6F",0
"3754","33C","6G",0
"3755","33C","7A",0
"3756","33C","7B/C",0
"3757","33C","7F",0
"3758","33C","8",0
"3759","33C","9A",0
"3760","33C","9L",0
"3761","33C","9N",0
"3762","33C","9V",0
"3763","33D","33F",0
"3764","33D","34",0
"3765","33D","35A",0
"3766","33D","35B",0
"3767","33D","35C",0
"3768","33D","35F",0
"3769","33D","36",0
"3770","33D","37",0
"3771","33D","38",0
"3772","33D","39",0
"3773","33D","4",0
"3774","33D","40",0
"3775","33D","41A",0
"3776","33D","41F",0
"3777","33D","42",0
"3778","33D","43",0
"3779","33D","44",0
"3780","33D","45",0
"3781","33D","46",0
"3782","33D","47A",0
"3783","33D","47F",0
"3784","33D","48",0
"3785","33D","5",0
"3786","33D","6A",2
"3787","33D","6B",2
"3788","33D","6C/D",0
"3789","33D","6E",0
"3790","33D","6F",0
"3791","33D","6G",0
"3792","33D","7A",0
"3793","33D","7B/C",0
"3794","33D","7F",0
"3795","33D","8",0
"3796","33D","9A",0
"3797","33D","9L",0
"3798","33D","9N",0
"3799","33D","9V",0
"3800","33F","34",0
"3801","33F","35A",0
"3802","33F","35B",0
"3803","33F","35C",0
"3804","33F","35F",1
"3805","33F","36",0
"3806","33F","37",1
"3807","33F","38",0
"3808","33F","39",0
"3809","33F","4",0
"3810","33F","40",0
"3811","33F","41A",0
"3812","33F","41F",0
"3813","33F","42",0
"3814","33F","43",0
"3815","33F","44",0
"3816","33F","45",0
"3817","33F","46",0
"3818","33F","47A",0
"3819","33F","47F",0
"3820","33F","48",0
"3821","33F","5",0
"3822","33F","6A",1
"3823","33F","6B",0
"3824","33F","6C/D",0
"3825","33F","6E",0
"3826","33F","6F",0
"3827","33F","6G",0
"3828","33F","7A",0
"3829","33F","7B/C",0
"3830","33F","7F",0
"3831","33F","8",1
"3832","33F","9A",0
"3833","33F","9L",0
"3834","33F","9N",0
"3835","33F","9V",1
"3836","34","35A",0
"3837","34","35B",0
"3838","34","35C",0
"3839","34","35F",0
"3840","34","36",0
"3841","34","37",1
"3842","34","38",0
"3843","34","39",0
"3844","34","4",0
"3845","34","40",0
"3846","34","41A",0
"3847","34","41F",0
"3848","34","42",0
"3849","34","43",0
"3850","34","44",0
"3851","34","45",0
"3852","34","46",0
"3853","34","47A",0
"3854","34","47F",0
"3855","34","48",0
"3856","34","5",1
"3857","34","6A",1
"3858","34","6B",2
"3859","34","6C/D",2
"3860","34","6E",0
"3861","34","6F",0
"3862","34","6G",0
"3863","34","7A",0
"3864","34","7B/C",0
"3865","34","7F",0
"3866","34","8",0
"3867","34","9A",0
"3868","34","9L",1
"3869","34","9N",0
"3870","34","9V",0
"3871","35A","35B",2
"3872","35A","35C",3
"3873","35A","35F",1
"3874","35A","36",0
"3875","35A","37",0
"3876","35A","38",0
"3877","35A","39",0
"3878","35A","4",0
"3879","35A","40",0
"3880","35A","41A",0
"3881","35A","41F",0
"3882","35A","42",0
"3883","35A","43",0
"3884","35A","44",0
"3885","35A","45",0
"3886","35A","46",0
"3887","35A","47A",0
"3888","35A","47F",0
"3889","35A","48",0
"3890","35A","5",0
"3891","35A","6A",0
"3892","35A","6B",0
"3893","35A","6C/D",0
"3894","35A","6E",0
"3895","35A","6F",0
"3896","35A","6G",0
"3897","35A","7A",0
"3898","35A","7B/C",0
"3899","35A","7F",0
"3900","35A","8",0
"3901","35A","9A",0
"3902","35A","9L",0
"3903","35A","9N",0
"3904","35A","9V",3
"3905","35B","35C",2
"3906","35B","35F",0
"3907","35B","36",0
"3908","35B","37",0
"3909","35B","38",1
"3910","35B","39",0
"3911","35B","4",2
"3912","35B","40",0
"3913","35B","41A",0
"3914","35B","41F",0
"3915","35B","42",0
"3916","35B","43",0
"3917","35B","44",0
"3918","35B","45",0
"3919","35B","46",0
"3920","35B","47A",0
"3921","35B","47F",0
"3922","35B","48",0
"3923","35B","5",0
"3924","35B","6A",6
"3925","35B","6B",5
"3926","35B","6C/D",3
"3927","35B","6E",0
"3928","35B","6F",0
"3929","35B","6G",0
"3930","35B","7A",1
"3931","35B","7B/C",1
"3932","35B","7F",0
"3933","35B","8",0
"3934","35B","9A",1
"3935","35B","9L",0
"3936","35B","9N",1
"3937","35B","9V",5
"3938","35C","35F",2
"3939","35C","36",1
"3940","35C","37",0
"3941","35C","38",0
"3942","35C","39",0
"3943","35C","4",0
"3944","35C","40",0
"3945","35C","41A",0
"3946","35C","41F",0
"3947","35C","42",4
"3948","35C","43",0
"3949","35C","44",0
"3950","35C","45",0
"3951","35C","46",0
"3952","35C","47A",0
"3953","35C","47F",0
"3954","35C","48",0
"3955","35C","5",0
"3956","35C","6A",0
"3957","35C","6B",0
"3958","35C","6C/D",0
"3959","35C","6E",0
"3960","35C","6F",0
"3961","35C","6G",0
"3962","35C","7A",0
"3963","35C","7B/C",0
"3964","35C","7F",0
"3965","35C","8",0
"3966","35C","9A",0
"3967","35C","9L",0
"3968","35C","9N",0
"3969","35C","9V",1
"3970","35F","36",0
"3971","35F","37",0
"3972","35F","38",0
"3973","35F","39",0
"3974","35F","4",0
"3975","35F","40",0
"3976","35F","41A",0
"3977","35F","41F",0
"3978","35F","42",0
"3979","35F","43",0
"3980","35F","44",0
"3981","35F","45",0
"3982","35F","46",0
"3983","35F","47A",0
"3984","35F","47F",0
"3985","35F","48",0
"3986","35F","5",0
"3987","35F","6A",1
"3988","35F","6B",0
"3989","35F","6C/D",0
"3990","35F","6E",0
"3991","35F","6F",0
"3992","35F","6G",0
"3993","35F","7A",0
"3994","35F","7B/C",0
"3995","35F","7F",1
"3996","35F","8",0
"3997","35F","9A",0
"3998","35F","9L",0
"3999","35F","9N",0
"4000","35F","9V",0
"4001","36","37",0
"4002","36","38",0
"4003","36","39",0
"4004","36","4",0
"4005","36","40",0
"4006","36","41A",0
"4007","36","41F",0
"4008","36","42",0
"4009","36","43",0
"4010","36","44",0
"4011","36","45",0
"4012","36","46",0
"4013","36","47A",0
"4014","36","47F",0
"4015","36","48",0
"4016","36","5",0
"4017","36","6A",0
"4018","36","6B",0
"4019","36","6C/D",0
"4020","36","6E",0
"4021","36","6F",0
"4022","36","6G",0
"4023","36","7A",0
"4024","36","7B/C",0
"4025","36","7F",0
"4026","36","8",0
"4027","36","9A",0
"4028","36","9L",0
"4029","36","9N",0
"4030","36","9V",0
"4031","37","38",0
"4032","37","39",0
"4033","37","4",0
"4034","37","40",0
"4035","37","41A",0
"4036","37","41F",0
"4037","37","42",0
"4038","37","43",0
"4039","37","44",0
"4040","37","45",0
"4041","37","46",0
"4042","37","47A",0
"4043","37","47F",0
"4044","37","48",0
"4045","37","5",0
"4046","37","6A",1
"4047","37","6B",1
"4048","37","6C/D",0
"4049","37","6E",0
"4050","37","6F",0
"4051","37","6G",0
"4052","37","7A",0
"4053","37","7B/C",0
"4054","37","7F",0
"4055","37","8",0
"4056","37","9A",0
"4057","37","9L",0
"4058","37","9N",0
"4059","37","9V",0
"4060","38","39",0
"4061","38","4",1
"4062","38","40",0
"4063","38","41A",0
"4064","38","41F",0
"4065","38","42",0
"4066","38","43",0
"4067","38","44",0
"4068","38","45",0
"4069","38","46",0
"4070","38","47A",0
"4071","38","47F",0
"4072","38","48",0
"4073","38","5",0
"4074","38","6A",0
"4075","38","6B",0
"4076","38","6C/D",0
"4077","38","6E",0
"4078","38","6F",0
"4079","38","6G",0
"4080","38","7A",1
"4081","38","7B/C",0
"4082","38","7F",2
"4083","38","8",0
"4084","38","9A",1
"4085","38","9L",0
"4086","38","9N",0
"4087","38","9V",1
"4088","39","4",0
"4089","39","40",0
"4090","39","41A",0
"4091","39","41F",0
"4092","39","42",0
"4093","39","43",0
"4094","39","44",0
"4095","39","45",0
"4096","39","46",0
"4097","39","47A",0
"4098","39","47F",0
"4099","39","48",0
"4100","39","5",0
"4101","39","6A",0
"4102","39","6B",0
"4103","39","6C/D",0
"4104","39","6E",0
"4105","39","6F",0
"4106","39","6G",0
"4107","39","7A",0
"4108","39","7B/C",0
"4109","39","7F",0
"4110","39","8",0
"4111","39","9A",0
"4112","39","9L",0
"4113","39","9N",0
"4114","39","9V",0
"4115","4","40",0
"4116","4","41A",0
"4117","4","41F",0
"4118","4","42",0
"4119","4","43",0
"4120","4","44",0
"4121","4","45",0
"4122","4","46",0
"4123","4","47A",0
"4124","4","47F",0
"4125","4","48",0
"4126","4","5",1
"4127","4","6A",0
"4128","4","6B",2
"4129","4","6C/D",0
"4130","4","6E",0
"4131","4","6F",0
"4132","4","6G",0
"4133","4","7A",0
"4134","4","7B/C",0
"4135","4","7F",2
"4136","4","8",1
"4137","4","9A",0
"4138","4","9L",1
"4139","4","9N",3
"4140","4","9V",3
"4141","40","41A",0
"4142","40","41F",0
"4143","40","42",0
"4144","40","43",0
"4145","40","44",0
"4146","40","45",0
"4147","40","46",0
"4148","40","47A",0
"4149","40","47F",0
"4150","40","48",0
"4151","40","5",0
"4152","40","6A",0
"4153","40","6B",0
"4154","40","6C/D",0
"4155","40","6E",0
"4156","40","6F",0
"4157","40","6G",0
"4158","40","7A",0
"4159","40","7B/C",0
"4160","40","7F",0
"4161","40","8",0
"4162","40","9A",0
"4163","40","9L",0
"4164","40","9N",0
"4165","40","9V",0
"4166","41A","41F",0
"4167","41A","42",0
"4168","41A","43",0
"4169","41A","44",0
"4170","41A","45",0
"4171","41A","46",0
"4172","41A","47A",0
"4173","41A","47F",0
"4174","41A","48",0
"4175","41A","5",0
"4176","41A","6A",0
"4177","41A","6B",0
"4178","41A","6C/D",0
"4179","41A","6E",0
"4180","41A","6F",0
"4181","41A","6G",0
"4182","41A","7A",0
"4183","41A","7B/C",0
"4184","41A","7F",0
"4185","41A","8",0
"4186","41A","9A",0
"4187","41A","9L",0
"4188","41A","9N",0
"4189","41A","9V",0
"4190","41F","42",0
"4191","41F","43",0
"4192","41F","44",0
"4193","41F","45",0
"4194","41F","46",0
"4195","41F","47A",0
"4196","41F","47F",0
"4197","41F","48",0
"4198","41F","5",0
"4199","41F","6A",0
"4200","41F","6B",0
"4201","41F","6C/D",0
"4202","41F","6E",0
"4203","41F","6F",0
"4204","41F","6G",0
"4205","41F","7A",0
"4206","41F","7B/C",0
"4207","41F","7F",0
"4208","41F","8",0
"4209","41F","9A",0
"4210","41F","9L",0
"4211","41F","9N",0
"4212","41F","9V",0
"4213","42","43",0
"4214","42","44",0
"4215","42","45",0
"4216","42","46",0
"4217","42","47A",0
"4218","42","47F",0
"4219","42","48",0
"4220","42","5",0
"4221","42","6A",1
"4222","42","6B",1
"4223","42","6C/D",0
"4224","42","6E",0
"4225","42","6F",0
"4226","42","6G",0
"4227","42","7A",0
"4228","42","7B/C",0
"4229","42","7F",0
"4230","42","8",0
"4231","42","9A",0
"4232","42","9L",0
"4233","42","9N",0
"4234","42","9V",1
"4235","43","44",0
"4236","43","45",0
"4237","43","46",0
"4238","43","47A",0
"4239","43","47F",0
"4240","43","48",0
"4241","43","5",0
"4242","43","6A",0
"4243","43","6B",0
"4244","43","6C/D",0
"4245","43","6E",0
"4246","43","6F",0
"4247","43","6G",0
"4248","43","7A",0
"4249","43","7B/C",0
"4250","43","7F",0
"4251","43","8",0
"4252","43","9A",0
"4253","43","9L",0
"4254","43","9N",0
"4255","43","9V",0
"4256","44","45",0
"4257","44","46",0
"4258","44","47A",0
"4259","44","47F",0
"4260","44","48",0
"4261","44","5",0
"4262","44","6A",0
"4263","44","6B",0
"4264","44","6C/D",0
"4265","44","6E",0
"4266","44","6F",0
"4267","44","6G",0
"4268","44","7A",0
"4269","44","7B/C",0
"4270","44","7F",0
"4271","44","8",0
"4272","44","9A",0
"4273","44","9L",0
"4274","44","9N",0
"4275","44","9V",0
"4276","45","46",0
"4277","45","47A",0
"4278","45","47F",0
"4279","45","48",0
"4280","45","5",0
"4281","45","6A",0
"4282","45","6B",0
"4283","45","6C/D",0
"4284","45","6E",0
"4285","45","6F",0
"4286","45","6G",0
"4287","45","7A",0
"4288","45","7B/C",0
"4289","45","7F",0
"4290","45","8",0
"4291","45","9A",0
"4292","45","9L",0
"4293","45","9N",0
"4294","45","9V",0
"4295","46","47A",0
"4296","46","47F",0
"4297","46","48",0
"4298","46","5",0
"4299","46","6A",0
"4300","46","6B",1
"4301","46","6C/D",0
"4302","46","6E",0
"4303","46","6F",0
"4304","46","6G",0
"4305","46","7A",0
"4306","46","7B/C",0
"4307","46","7F",0
"4308","46","8",0
"4309","46","9A",0
"4310","46","9L",0
"4311","46","9N",0
"4312","46","9V",0
"4313","47A","47F",0
"4314","47A","48",0
"4315","47A","5",0
"4316","47A","6A",0
"4317","47A","6B",0
"4318","47A","6C/D",0
"4319","47A","6E",0
"4320","47A","6F",0
"4321","47A","6G",0
"4322","47A","7A",0
"4323","47A","7B/C",0
"4324","47A","7F",0
"4325","47A","8",0
"4326","47A","9A",0
"4327","47A","9L",0
"4328","47A","9N",0
"4329","47A","9V",0
"4330","47F","48",0
"4331","47F","5",0
"4332","47F","6A",0
"4333","47F","6B",0
"4334","47F","6C/D",0
"4335","47F","6E",0
"4336","47F","6F",0
"4337","47F","6G",0
"4338","47F","7A",0
"4339","47F","7B/C",0
"4340","47F","7F",0
"4341","47F","8",0
"4342","47F","9A",0
"4343","47F","9L",0
"4344","47F","9N",0
"4345","47F","9V",0
"4346","48","5",0
"4347","48","6A",0
"4348","48","6B",0
"4349","48","6C/D",0
"4350","48","6E",0
"4351","48","6F",0
"4352","48","6G",0
"4353","48","7A",0
"4354","48","7B/C",0
"4355","48","7F",0
"4356","48","8",0
"4357","48","9A",0
"4358","48","9L",0
"4359","48","9N",0
"4360","48","9V",0
"4361","5","6A",1
"4362","5","6B",0
"4363","5","6C/D",0
"4364","5","6E",0
"4365","5","6F",0
"4366","5","6G",0
"4367","5","7A",0
"4368","5","7B/C",0
"4369","5","7F",0
"4370","5","8",0
"4371","5","9A",0
"4372","5","9L",0
"4373","5","9N",0
"4374","5","9V",0
"4375","6A","6B",73
"4376","6A","6C/D",58
"4377","6A","6E",11
"4378","6A","6F",2
"4379","6A","6G",1
"4380","6A","7A",0
"4381","6A","7B/C",0
"4382","6A","7F",1
"4383","6A","8",1
"4384","6A","9A",1
"4385","6A","9L",0
"4386","6A","9N",0
"4387","6A","9V",5
"4388","6B","6C/D",31
"4389","6B","6E",36
"4390","6B","6F",0
"4391","6B","6G",1
"4392","6B","7A",0
"4393","6B","7B/C",1
"4394","6B","7F",3
"4395","6B","8",3
"4396","6B","9A",3
"4397","6B","9L",0
"4398","6B","9N",1
"4399","6B","9V",9
"4400","6C/D","6E",3
"4401","6C/D","6F",2
"4402","6C/D","6G",1
"4403","6C/D","7A",0
"4404","6C/D","7B/C",0
"4405","6C/D","7F",1
"4406","6C/D","8",1
"4407","6C/D","9A",0
"4408","6C/D","9L",0
"4409","6C/D","9N",0
"4410","6C/D","9V",0
"4411","6E","6F",0
"4412","6E","6G",0
"4413","6E","7A",0
"4414","6E","7B/C",0
"4415","6E","7F",0
"4416","6E","8",0
"4417","6E","9A",0
"4418","6E","9L",0
"4419","6E","9N",0
"4420","6E","9V",0
"4421","6F","6G",0
"4422","6F","7A",0
"4423","6F","7B/C",0
"4424","6F","7F",0
"4425","6F","8",0
"4426","6F","9A",0
"4427","6F","9L",0
"4428","6F","9N",0
"4429","6F","9V",0
"4430","6G","7A",0
"4431","6G","7B/C",0
"4432","6G","7F",0
"4433","6G","8",0
"4434","6G","9A",0
"4435","6G","9L",0
"4436","6G","9N",0
"4437","6G","9V",0
"4438","7A","7B/C",0
"4439","7A","7F",3
"4440","7A","8",0
"4441","7A","9A",0
"4442","7A","9L",0
"4443","7A","9N",0
"4444","7A","9V",0
"4445","7B/C","7F",0
"4446","7B/C","8",0
"4447","7B/C","9A",0
"4448","7B/C","9L",0
"4449","7B/C","9N",0
"4450","7B/C","9V",1
"4451","7F","8",0
"4452","7F","9A",0
"4453","7F","9L",0
"4454","7F","9N",1
"4455","7F","9V",2
"4456","8","9A",0
"4457","8","9L",0
"4458","8","9N",0
"4459","8","9V",1
"4460","9A","9L",1
"4461","9A","9N",0
"4462","9A","9V",10
"4463","9L","9N",6
"4464","9L","9V",1
"4465","9N","9V",4
